Incident_ID,Incident_Type,System_Impacted,Department,Location,Priority,Reported_Timestamp,Resolved_Timestamp,Resolution_Time_Hours,Status
INC-2025-0395,Weak Password Policy Violation,Office 365,Marketing,Data Center A,Low,21-01-2025 21:56,24-01-2025 09:21,59.43,Closed
INC-2025-0396,Weak Password Policy Violation,SAP ERP,Engineering,Cloud Instance,High,21-09-2025 16:28,22-09-2025 00:54,8.44,Closed
INC-2025-0397,Backup Failure,Active Directory,Finance,Data Center B,Medium,01-10-2025 00:40,02-10-2025 03:17,26.63,Closed
INC-2025-0398,Weak Password Policy Violation,Active Directory,Finance,Remote Branch,Medium,28-11-2025 02:47,28-11-2025 03:21,0.58,Closed
INC-2025-0399,Failed Patch Deployment,Workday HRMS,HR,Data Center B,Medium,06-02-2025 18:52,07-02-2025 02:02,7.18,Closed
INC-2025-0400,Stale User Account Active,AWS Cloud Infrastructure,Finance,Head Office,High,01-10-2025 00:41,01-10-2025 02:15,1.57,Closed
INC-2025-0401,Unauthorized Access Attempt,Office 365,Engineering,Cloud Instance,High,18-12-2025 09:38,19-12-2025 20:24,34.78,Closed
INC-2025-0402,Weak Password Policy Violation,Active Directory,Operations,Data Center A,Medium,11-03-2025 23:25,13-03-2025 20:52,45.45,Resolved
INC-2025-0403,Stale User Account Active,Workday HRMS,Legal,Cloud Instance,High,06-01-2025 17:55,06-01-2025 21:04,3.16,Closed
INC-2025-0404,Unpatched Server,Salesforce CRM,Finance,Cloud Instance,High,19-04-2025 13:57,20-04-2025 07:12,17.25,Closed
INC-2025-0405,Unpatched Server,SAP ERP,HR,Data Center B,High,28-01-2025 17:29,28-01-2025 19:18,1.82,Closed
INC-2025-0406,Failed Patch Deployment,AWS Cloud Infrastructure,Sales,Cloud Instance,Critical,07-03-2025 21:41,08-03-2025 05:44,8.06,Closed
INC-2025-0407,Stale User Account Active,OFFICE 365   ,Engineering,Cloud Instance,Medium,22-12-2025 18:09,23-12-2025 05:01,10.88,Closed
INC-2025-0408,Unpatched Server,Workday HRMS,HR,Remote Branch,Medium,22-05-2025 11:08,22-05-2025 20:48,9.67,Closed
INC-2025-0409,Unauthorized Access Attempt,Office 365,Operations,Data Center A,Critical,27-11-2025 19:05,29-11-2025 18:03,46.97,Resolved
INC-2025-0410,Stale User Account Active,SAP ERP,Marketing,Head Office,High,10-01-2025 16:40,11-01-2025 13:35,20.93,Closed
INC-2025-0411,Weak Password Policy Violation,Salesforce CRM,Sales,Data Center B,Low,30-08-2025 20:49,31-08-2025 08:46,11.96,Closed
INC-2025-0412,Weak Password Policy Violation,AWS Cloud Infrastructure,HR,Data Center B,High,16-02-2025 12:23,17-02-2025 14:27,26.08,Closed
INC-2025-0413,Weak Password Policy Violation,Workday HRMS,HR,Data Center A,Low,17-08-2025 05:11,18-08-2025 01:12,20.02,Closed
INC-2025-0414,Unpatched Server,SAP ERP,Engineering,Remote Branch,Critical,29-04-2025 02:16,29-04-2025 03:19,1.05,Closed
INC-2025-0415,Unauthorized Access Attempt,AWS Cloud Infrastructure,Operations,Head Office,High,29-11-2025 10:06,30-11-2025 03:46,17.68,Closed
INC-2025-0416,Unpatched Server,Office 365,Sales,Remote Branch,High,01-12-2025 12:23,03-12-2025 19:13,54.84,Closed
INC-2025-0417,Data Leakage Alert,Office 365,HR,Cloud Instance,High,26-06-2025 15:50,27-06-2025 14:04,22.24,Closed
INC-2025-0418,Stale User Account Active,Office 365,Finance,Cloud Instance,Low,19-04-2025 04:11,20-04-2025 02:17,22.11,Closed
INC-2025-0419,Unauthorized Access Attempt,Internal Database,,Remote Branch,High,12-12-2025 15:30,12-12-2025 19:43,4.22,Closed
INC-2025-0420,Unpatched Server,Office 365,Sales,Data Center A,High,19-11-2025 16:02,19-11-2025 19:50,3.81,Resolved
INC-2025-0421,Weak Password Policy Violation,Office 365,Operations,Head Office,Medium,05-12-2025 09:05,06-12-2025 07:28,22.39,Closed
INC-2025-0422,Unpatched Server,Office 365,Operations,Data Center B,Medium,04-04-2025 19:42,05-04-2025 00:06,4.41,Closed
INC-2025-0423,Data Leakage Alert,Active Directory,Finance,Remote Branch,High,09-03-2025 03:01,11-03-2025 02:08,47.12,Closed
INC-2025-0424,Data Leakage Alert,Active Directory,Finance,Data Center B,Critical,04-11-2025 01:56,04-11-2025 18:44,16.8,Resolved
INC-2025-0425,Backup Failure,Office 365,Sales,Head Office,High,14-12-2025 20:27,15-12-2025 07:33,11.1,Closed
INC-2025-0426,Backup Failure,AWS Cloud Infrastructure,Legal,Remote Branch,High,29-06-2025 18:51,01-07-2025 05:15,34.41,Closed
INC-2025-0427,Unpatched Server,WORKDAY HRMS   ,Operations,Head Office,High,26-05-2025 19:56,27-05-2025 03:05,7.16,Closed
INC-2025-0428,Weak Password Policy Violation,SAP ERP,Sales,Head Office,Critical,12-07-2025 20:13,13-07-2025 05:19,9.11,Closed
INC-2025-0429,Backup Failure,Salesforce CRM,Engineering,Data Center B,Medium,05-08-2025 18:23,10-08-2025 13:39,115.28,Closed
INC-2025-0430,Unpatched Server,AWS Cloud Infrastructure,Sales,Cloud Instance,Critical,14-10-2025 17:30,15-10-2025 02:17,8.79,Closed
INC-2025-0431,Stale User Account Active,Workday HRMS,Legal,Head Office,Medium,28-04-2025 14:50,28-04-2025 19:04,4.24,Closed
INC-2025-0432,Stale User Account Active,Office 365,Sales,Head Office,High,24-03-2025 12:40,24-03-2025 14:57,2.29,Closed
INC-2025-0433,Unpatched Server,Salesforce CRM,Finance,Cloud Instance,Medium,10-02-2025 19:02,13-02-2025 11:05,64.06,Closed
INC-2025-0434,Backup Failure,SAP ERP,Sales,Data Center A,Medium,24-11-2025 15:28,26-11-2025 13:05,45.62,Closed
INC-2025-0435,Weak Password Policy Violation,Office 365,,Data Center B,Medium,24-12-2025 07:39,24-12-2025 08:31,0.88,Closed
INC-2025-0436,Data Leakage Alert,Workday HRMS,Engineering,Cloud Instance,High,09-12-2025 12:25,10-12-2025 05:55,17.5,Closed
INC-2025-0437,Backup Failure,Internal Database,Engineering,Data Center B,Medium,26-10-2025 11:22,,,Open
INC-2025-0438,Unauthorized Access Attempt,Office 365,Operations,Cloud Instance,Critical,31-03-2025 13:32,31-03-2025 15:20,1.8,Closed
INC-2025-0439,Backup Failure,Office 365,Engineering,Data Center B,Medium,09-05-2025 22:28,,,Open
INC-2025-0440,Stale User Account Active,AWS Cloud Infrastructure,Legal,Remote Branch,High,28-10-2025 00:30,28-10-2025 02:10,1.68,Closed
INC-2025-0441,Failed Patch Deployment,Workday HRMS,HR,Remote Branch,Medium,30-06-2025 16:34,02-07-2025 11:24,42.84,Closed
INC-2025-0442,Unauthorized Access Attempt,Salesforce CRM,Legal,Data Center B,Critical,02-04-2025 15:20,04-04-2025 21:16,53.94,Closed
INC-2025-0443,Stale User Account Active,AWS Cloud Infrastructure,HR,Data Center A,Critical,01-05-2025 23:15,02-05-2025 04:48,5.56,Resolved
INC-2025-0444,Unauthorized Access Attempt,Workday HRMS,HR,Head Office,High,10-02-2025 21:42,10-02-2025 22:12,0.5,Closed
INC-2025-0445,Failed Patch Deployment,Office 365,Engineering,Remote Branch,Medium,22-10-2025 08:31,23-10-2025 19:11,34.68,Closed
INC-2025-0446,Weak Password Policy Violation,SAP ERP,HR,Remote Branch,High,02-09-2025 17:02,03-09-2025 05:02,12.01,Closed
INC-2025-0447,Data Leakage Alert,Office 365,Marketing,Cloud Instance,Critical,19-12-2025 00:00,19-12-2025 11:27,11.45,Closed
INC-2025-0448,Failed Patch Deployment,Office 365,HR,Data Center A,Medium,18-05-2025 15:39,18-05-2025 20:31,4.88,Closed
INC-2025-0449,Data Leakage Alert,Workday HRMS,Engineering,Cloud Instance,Critical,19-08-2025 05:36,20-08-2025 02:11,20.59,Closed
INC-2025-0450,Data Leakage Alert,Office 365,HR,Remote Branch,Critical,11-04-2025 04:51,,,Open
INC-2025-0451,Backup Failure,Active Directory,Operations,Data Center B,Medium,01-10-2025 23:20,02-10-2025 07:53,8.56,Resolved
INC-2025-0452,Unauthorized Access Attempt,Active Directory,Marketing,Data Center A,Critical,11-05-2025 15:53,12-05-2025 06:13,14.34,Closed
INC-2025-0453,Failed Patch Deployment,Salesforce CRM,Legal,Head Office,High,30-07-2025 03:22,02-08-2025 10:34,79.2,Resolved
INC-2025-0454,Failed Patch Deployment,Workday HRMS,HR,Cloud Instance,Low,16-06-2025 21:32,18-06-2025 05:32,32.01,Closed
INC-2025-0455,Backup Failure,Active Directory,Marketing,Data Center A,Low,24-11-2025 10:26,25-11-2025 06:47,20.35,Closed
INC-2025-0456,Failed Patch Deployment,Salesforce CRM,HR,Cloud Instance,Medium,17-05-2025 19:41,20-05-2025 00:09,52.48,Closed
INC-2025-0457,Data Leakage Alert,AWS Cloud Infrastructure,Sales,Data Center A,Medium,05-04-2025 00:08,06-04-2025 02:09,26.03,Closed
INC-2025-0458,Unauthorized Access Attempt,AWS Cloud Infrastructure,HR,Head Office,High,02-02-2025 15:35,04-02-2025 02:57,35.37,Closed
INC-2025-0459,Unauthorized Access Attempt,Active Directory,Sales,Remote Branch,Critical,08-06-2025 07:15,08-06-2025 21:18,14.05,Closed
INC-2025-0460,Failed Patch Deployment,Internal Database,Finance,Cloud Instance,Medium,01-09-2025 14:55,01-09-2025 22:32,7.63,Closed
INC-2025-0461,Weak Password Policy Violation,Office 365,HR,Remote Branch,Medium,20-11-2025 23:40,21-11-2025 13:22,13.7,Resolved
INC-2025-0462,Unpatched Server,Office 365,Operations,Head Office,High,15-08-2025 09:23,15-08-2025 13:26,4.06,Closed
INC-2025-0463,Failed Patch Deployment,Salesforce CRM,,Remote Branch,Medium,01-10-2025 00:44,03-10-2025 23:12,70.48,Resolved
INC-2025-0464,Unpatched Server,Office 365,Engineering,Head Office,Medium,08-10-2025 11:12,09-10-2025 06:55,19.73,Closed
INC-2025-0465,Data Leakage Alert,Workday HRMS,Operations,Data Center A,High,15-05-2025 02:27,15-05-2025 19:54,17.45,Closed
INC-2025-0466,Stale User Account Active,Salesforce CRM,Engineering,Data Center B,Medium,18-05-2025 13:12,18-05-2025 18:01,4.83,Resolved
INC-2025-0467,Weak Password Policy Violation,Internal Database,Engineering,Remote Branch,High,07-04-2025 10:01,10-04-2025 21:56,83.93,Closed
INC-2025-0468,Data Leakage Alert,Internal Database,HR,Head Office,High,30-04-2025 02:09,30-04-2025 08:01,5.88,Closed
INC-2025-0469,Stale User Account Active,AWS Cloud Infrastructure,Engineering,Head Office,Critical,19-06-2025 02:53,19-06-2025 06:40,3.79,Resolved
INC-2025-0470,Backup Failure,Active Directory,HR,Cloud Instance,Medium,15-07-2025 00:07,,,Open
INC-2025-0471,Unauthorized Access Attempt,Internal Database,HR,Data Center A,Critical,24-08-2025 23:49,26-08-2025 02:08,26.32,Closed
INC-2025-0472,Stale User Account Active,Active Directory,Engineering,Head Office,High,09-10-2025 16:07,10-10-2025 16:32,24.42,Closed
INC-2025-0473,Unpatched Server,SAP ERP,HR,Remote Branch,Critical,16-06-2025 00:10,16-06-2025 21:15,21.09,Resolved
INC-2025-0474,Stale User Account Active,Workday HRMS,Sales,Remote Branch,High,19-12-2025 19:09,19-12-2025 21:24,2.25,Closed
INC-2025-0475,Unauthorized Access Attempt,Internal Database,Legal,Head Office,Critical,02-07-2025 20:09,04-07-2025 09:46,37.62,Closed
INC-2025-0476,Backup Failure,Internal Database,Legal,Cloud Instance,Medium,13-08-2025 23:12,14-08-2025 10:35,11.39,Closed
INC-2025-0477,Weak Password Policy Violation,AWS Cloud Infrastructure,Marketing,Cloud Instance,Critical,05-10-2025 22:31,06-10-2025 03:28,4.96,Closed
INC-2025-0478,Backup Failure,OFFICE 365   ,Legal,Data Center B,Medium,24-03-2025 02:33,24-03-2025 10:57,8.41,Closed
INC-2025-0479,Data Leakage Alert,Office 365,Marketing,Data Center A,Critical,10-01-2025 19:54,11-01-2025 19:07,23.23,Closed
INC-2025-0480,Unpatched Server,AWS Cloud Infrastructure,Legal,Data Center B,Critical,16-12-2025 15:49,17-12-2025 14:36,22.79,Closed
INC-2025-0481,Unauthorized Access Attempt,Internal Database,Sales,Head Office,Critical,08-03-2025 05:55,08-03-2025 08:38,2.72,Closed
INC-2025-0482,Data Leakage Alert,Internal Database,Operations,Data Center B,High,16-11-2025 22:37,17-11-2025 09:34,10.95,Closed
INC-2025-0483,Data Leakage Alert,Internal Database,HR,Head Office,High,28-08-2025 20:03,30-08-2025 04:42,32.65,Closed
INC-2025-0484,Weak Password Policy Violation,Workday HRMS,Finance,Cloud Instance,Low,28-09-2025 01:46,28-09-2025 10:27,8.69,Closed
INC-2025-0485,Weak Password Policy Violation,Active Directory,Marketing,Remote Branch,Low,08-04-2025 06:33,09-04-2025 02:48,20.26,Closed
INC-2025-0486,Backup Failure,SAP ERP,Marketing,Data Center B,Critical,03-07-2025 21:29,04-07-2025 10:51,13.37,Closed
INC-2025-0487,Stale User Account Active,Salesforce CRM,Sales,Data Center A,Medium,01-10-2025 19:28,04-10-2025 03:20,55.87,Resolved
INC-2025-0488,Stale User Account Active,Workday HRMS,Operations,Remote Branch,Medium,15-06-2025 19:15,16-06-2025 01:01,5.78,Closed
INC-2025-0489,Data Leakage Alert,AWS Cloud Infrastructure,,Head Office,High,18-01-2025 09:38,18-01-2025 13:06,3.48,Closed
INC-2025-0490,Failed Patch Deployment,Workday HRMS,HR,Head Office,Low,20-12-2025 08:58,21-12-2025 04:28,19.5,Closed
INC-2025-0491,Unpatched Server,Active Directory,Engineering,Cloud Instance,High,07-07-2025 18:15,09-07-2025 10:14,39.99,Closed
INC-2025-0492,Stale User Account Active,SAP ERP,Marketing,Cloud Instance,High,05-09-2025 05:31,06-09-2025 09:35,28.08,Resolved
INC-2025-0493,Stale User Account Active,SAP ERP,Engineering,Data Center B,Critical,15-07-2025 02:49,16-07-2025 14:11,35.37,Closed
INC-2025-0494,Backup Failure,SAP ERP,Legal,Data Center A,Critical,01-12-2025 19:59,03-12-2025 08:02,36.06,Closed
INC-2025-0495,Unpatched Server,Office 365,Sales,Cloud Instance,Low,15-09-2025 22:14,17-09-2025 01:06,26.87,Closed
INC-2025-0496,Unauthorized Access Attempt,Office 365,Sales,Data Center A,Critical,10-08-2025 09:50,10-08-2025 13:14,3.4,Closed
INC-2025-0497,Unauthorized Access Attempt,Salesforce CRM,Operations,Remote Branch,High,14-09-2025 13:49,16-09-2025 00:16,34.45,Closed
INC-2025-0498,Weak Password Policy Violation,Active Directory,Sales,Data Center B,Medium,26-09-2025 07:15,27-09-2025 19:14,35.99,Closed
INC-2025-0499,Data Leakage Alert,AWS Cloud Infrastructure,Marketing,Cloud Instance,High,28-06-2025 06:20,29-06-2025 07:54,25.57,Closed
INC-2025-0500,Data Leakage Alert,Workday HRMS,Legal,Data Center B,High,16-03-2025 14:02,16-03-2025 20:24,6.38,Resolved
INC-2025-0501,Stale User Account Active,SAP ERP,Finance,Head Office,Critical,05-05-2025 19:59,07-05-2025 14:51,42.87,Closed
INC-2025-0502,Data Leakage Alert,AWS Cloud Infrastructure,Engineering,Head Office,High,19-06-2025 06:47,19-06-2025 12:15,5.47,Closed
INC-2025-0503,Stale User Account Active,Active Directory,Marketing,Head Office,High,12-07-2025 18:57,12-07-2025 20:01,1.07,Closed
INC-2025-0504,Unauthorized Access Attempt,Salesforce CRM,Sales,Remote Branch,High,02-12-2025 00:04,02-12-2025 07:40,7.6,Closed
INC-2025-0505,Backup Failure,Salesforce CRM,Finance,Remote Branch,High,29-04-2025 12:32,,,Open
INC-2025-0506,Unpatched Server,SAP ERP,Sales,Data Center A,Critical,14-09-2025 14:35,14-09-2025 15:06,0.52,Resolved
INC-2025-0507,Unpatched Server,Internal Database,Operations,Head Office,Low,27-06-2025 21:22,28-06-2025 06:00,8.64,Closed
INC-2025-0508,Failed Patch Deployment,Internal Database,Finance,Remote Branch,Medium,16-01-2025 17:17,17-01-2025 03:19,10.04,Closed
INC-2025-0509,Weak Password Policy Violation,Internal Database,Sales,Data Center A,Low,02-08-2025 07:36,05-08-2025 20:11,84.59,Closed
INC-2025-0510,Unpatched Server,Internal Database,HR,Data Center B,Medium,05-10-2025 21:51,06-10-2025 01:25,3.57,Closed
INC-2025-0511,Unpatched Server,Workday HRMS,Operations,Data Center B,High,22-03-2025 10:04,25-03-2025 09:18,71.24,Closed
INC-2025-0512,Backup Failure,SAP ERP,Marketing,Cloud Instance,High,31-07-2025 13:19,03-08-2025 06:28,65.15,Closed
INC-2025-0513,Unauthorized Access Attempt,Active Directory,Legal,Data Center A,High,05-04-2025 00:48,,,Open
INC-2025-0514,Unpatched Server,Active Directory,Sales,Head Office,Low,03-07-2025 02:44,03-07-2025 06:11,3.46,Resolved
INC-2025-0515,Data Leakage Alert,Workday HRMS,,Remote Branch,High,31-08-2025 04:10,31-08-2025 04:57,0.79,Closed
INC-2025-0516,Stale User Account Active,Active Directory,Operations,Data Center A,Low,15-04-2025 02:11,19-04-2025 08:00,101.82,Resolved
INC-2025-0517,Data Leakage Alert,Active Directory,Operations,Remote Branch,Critical,22-01-2025 19:47,24-01-2025 02:21,30.57,Resolved
INC-2025-0518,Stale User Account Active,Office 365,Sales,Head Office,Low,24-09-2025 03:28,26-09-2025 05:54,50.44,Closed
INC-2025-0519,Weak Password Policy Violation,SAP ERP,Marketing,Remote Branch,High,22-09-2025 20:03,23-09-2025 09:57,13.9,Closed
INC-2025-0520,Failed Patch Deployment,AWS Cloud Infrastructure,HR,Data Center B,High,28-01-2025 22:33,29-01-2025 13:30,14.95,Resolved
INC-2025-0521,Weak Password Policy Violation,Workday HRMS,HR,Data Center B,Medium,11-03-2025 12:26,11-03-2025 13:02,0.61,Closed
INC-2025-0522,Failed Patch Deployment,SAP ERP,Operations,Cloud Instance,High,21-12-2025 20:58,22-12-2025 01:16,4.3,Closed
INC-2025-0523,Unauthorized Access Attempt,Salesforce CRM,Marketing,Data Center B,High,16-07-2025 23:50,,,Open
INC-2025-0524,Unpatched Server,Workday HRMS,Finance,Cloud Instance,High,17-10-2025 21:55,19-10-2025 22:40,48.75,Closed
INC-2025-0525,Backup Failure,Internal Database,Engineering,Remote Branch,Medium,28-05-2025 20:11,28-05-2025 23:34,3.39,Closed
INC-2025-0526,Backup Failure,AWS Cloud Infrastructure,Operations,Remote Branch,High,06-10-2025 00:38,06-10-2025 07:09,6.52,Resolved
INC-2025-0527,Weak Password Policy Violation,Office 365,Finance,Head Office,Low,06-05-2025 17:17,07-05-2025 12:51,19.57,Closed
INC-2025-0528,Unauthorized Access Attempt,Salesforce CRM,Marketing,Data Center A,Medium,17-01-2025 21:36,18-01-2025 06:06,8.51,Resolved
INC-2025-0529,Stale User Account Active,Active Directory,HR,Cloud Instance,Medium,09-11-2025 21:44,10-11-2025 18:06,20.38,Closed
INC-2025-0530,Unauthorized Access Attempt,SAP ERP,Engineering,Cloud Instance,High,15-06-2025 11:57,15-06-2025 13:37,1.68,Closed
INC-2025-0531,Stale User Account Active,SAP ERP,HR,Cloud Instance,High,18-06-2025 16:26,19-06-2025 20:59,28.56,Closed
INC-2025-0532,Unauthorized Access Attempt,Office 365,Marketing,Remote Branch,High,19-12-2025 19:59,21-12-2025 01:26,29.45,Resolved
INC-2025-0533,Failed Patch Deployment,Office 365,Sales,Data Center A,Medium,11-11-2025 18:31,12-11-2025 18:29,23.98,Closed
INC-2025-0534,Unpatched Server,Salesforce CRM,Marketing,Head Office,Low,02-03-2025 00:29,02-03-2025 03:29,3.01,Closed
INC-2025-0535,Failed Patch Deployment,SAP ERP,Operations,Cloud Instance,Critical,14-10-2025 20:13,15-10-2025 01:36,5.39,Closed
INC-2025-0536,Failed Patch Deployment,Office 365,,Head Office,Medium,28-02-2025 21:21,02-03-2025 04:16,30.93,Closed
INC-2025-0537,Failed Patch Deployment,Workday HRMS,Engineering,Remote Branch,Medium,31-08-2025 01:41,31-08-2025 05:44,4.05,Closed
INC-2025-0538,Backup Failure,Workday HRMS,,Remote Branch,Medium,29-01-2025 16:19,30-01-2025 19:31,27.21,Closed
INC-2025-0539,Backup Failure,Workday HRMS,Engineering,Cloud Instance,Medium,03-02-2025 04:17,03-02-2025 14:13,9.94,Resolved
INC-2025-0540,Unpatched Server,AWS Cloud Infrastructure,Sales,Data Center B,Critical,01-03-2025 09:45,02-03-2025 15:27,29.7,Resolved
INC-2025-0541,Backup Failure,AWS Cloud Infrastructure,Engineering,Cloud Instance,Critical,21-04-2025 16:19,22-04-2025 03:34,11.25,Closed
INC-2025-0542,Backup Failure,SAP ERP,Sales,Remote Branch,High,14-09-2025 04:12,14-09-2025 20:03,15.86,Closed
INC-2025-0543,Unauthorized Access Attempt,WORKDAY HRMS   ,Legal,Data Center B,High,13-12-2025 04:13,13-12-2025 18:58,14.76,Closed
INC-2025-0544,Backup Failure,Internal Database,Finance,Data Center B,Medium,14-02-2025 10:29,14-02-2025 13:05,2.61,Resolved
INC-2025-0545,Stale User Account Active,Salesforce CRM,Legal,Data Center A,Medium,14-06-2025 06:12,15-06-2025 00:26,18.24,Closed
INC-2025-0546,Unauthorized Access Attempt,Salesforce CRM,HR,Head Office,High,15-11-2025 17:32,16-11-2025 12:18,18.77,Closed
INC-2025-0547,Weak Password Policy Violation,Salesforce CRM,Legal,Data Center A,Medium,29-03-2025 02:19,29-03-2025 12:14,9.93,Closed
INC-2025-0548,Unauthorized Access Attempt,SAP ERP,Marketing,Remote Branch,High,28-01-2025 02:27,29-01-2025 07:43,29.27,Closed
INC-2025-0549,Failed Patch Deployment,Office 365,Operations,Cloud Instance,High,20-06-2025 06:45,21-06-2025 22:31,39.77,Resolved
INC-2025-0550,Unauthorized Access Attempt,Active Directory,Sales,Remote Branch,High,19-02-2025 14:19,20-02-2025 20:02,29.73,Closed
INC-2025-0551,Failed Patch Deployment,Office 365,Legal,Cloud Instance,Low,20-07-2025 05:44,20-07-2025 15:21,9.62,Resolved
INC-2025-0552,Unauthorized Access Attempt,AWS Cloud Infrastructure,Finance,Cloud Instance,High,03-09-2025 14:54,05-09-2025 01:57,35.06,Closed
INC-2025-0553,Backup Failure,Internal Database,Legal,Head Office,Medium,16-06-2025 17:41,17-06-2025 02:18,8.63,Closed
INC-2025-0554,Unpatched Server,Office 365,HR,Remote Branch,Medium,16-07-2025 02:21,17-07-2025 06:46,28.42,Closed
INC-2025-0555,Stale User Account Active,Office 365,Engineering,Data Center A,Medium,30-03-2025 21:42,02-04-2025 13:49,64.12,Closed
INC-2025-0556,Weak Password Policy Violation,Salesforce CRM,Operations,Head Office,High,16-08-2025 05:19,,,Open
INC-2025-0557,Data Leakage Alert,Workday HRMS,Legal,Cloud Instance,Critical,11-09-2025 20:42,12-09-2025 02:35,5.89,Closed
INC-2025-0558,Backup Failure,SAP ERP,Legal,Data Center A,High,05-12-2025 04:28,05-12-2025 16:19,11.86,Closed
INC-2025-0559,Weak Password Policy Violation,Salesforce CRM,Engineering,Cloud Instance,High,11-08-2025 22:58,12-08-2025 01:12,2.24,Closed
INC-2025-0560,Failed Patch Deployment,Workday HRMS,HR,Head Office,Low,09-07-2025 17:03,10-07-2025 12:45,19.71,Closed
INC-2025-0561,Data Leakage Alert,Active Directory,Finance,Data Center B,High,21-07-2025 20:20,22-07-2025 08:50,12.5,Closed
INC-2025-0562,Weak Password Policy Violation,Active Directory,,Remote Branch,High,04-07-2025 13:09,06-07-2025 14:37,49.48,Closed
INC-2025-0563,Data Leakage Alert,Internal Database,HR,Remote Branch,High,11-03-2025 02:08,11-03-2025 15:02,12.9,Closed
INC-2025-0564,Unpatched Server,OFFICE 365   ,Operations,Remote Branch,Medium,18-09-2025 13:35,19-09-2025 01:14,11.66,Resolved
INC-2025-0565,Stale User Account Active,Workday HRMS,Operations,Data Center A,High,14-09-2025 08:26,15-09-2025 05:02,20.61,Resolved
INC-2025-0566,Weak Password Policy Violation,SAP ERP,Engineering,Remote Branch,High,20-12-2025 02:09,20-12-2025 20:05,17.94,Closed
INC-2025-0567,Weak Password Policy Violation,SAP ERP,Sales,Data Center B,High,15-02-2025 07:30,16-02-2025 09:39,26.16,Closed
INC-2025-0568,Weak Password Policy Violation,Salesforce CRM,Sales,Head Office,Low,25-06-2025 17:49,26-06-2025 08:20,14.52,Closed
INC-2025-0569,Failed Patch Deployment,Workday HRMS,Engineering,Cloud Instance,Medium,27-03-2025 01:44,28-03-2025 10:57,33.22,Resolved
INC-2025-0570,Unpatched Server,Office 365,Operations,Data Center B,Medium,27-01-2025 21:18,28-01-2025 20:48,23.5,Resolved
INC-2025-0571,Failed Patch Deployment,Workday HRMS,Legal,Cloud Instance,Medium,09-03-2025 19:17,10-03-2025 02:24,7.13,Closed
INC-2025-0572,Stale User Account Active,Active Directory,Marketing,Remote Branch,High,09-07-2025 05:16,09-07-2025 11:44,6.47,Resolved
INC-2025-0573,Weak Password Policy Violation,Active Directory,Finance,Data Center A,Medium,11-09-2025 13:49,12-09-2025 15:45,25.94,Closed
INC-2025-0574,Unauthorized Access Attempt,Salesforce CRM,Legal,Cloud Instance,High,01-03-2025 01:10,01-03-2025 16:41,15.52,Closed
INC-2025-0575,Stale User Account Active,AWS Cloud Infrastructure,HR,Remote Branch,Critical,31-08-2025 08:09,31-08-2025 21:50,13.69,Closed
INC-2025-0576,Stale User Account Active,Office 365,Engineering,Head Office,Medium,19-02-2025 17:40,21-02-2025 14:17,44.63,Closed
INC-2025-0577,Backup Failure,Salesforce CRM,Engineering,Head Office,Medium,11-05-2025 20:37,13-05-2025 08:13,35.6,Closed
INC-2025-0578,Failed Patch Deployment,Office 365,HR,Data Center A,High,10-06-2025 17:00,12-06-2025 11:46,42.77,Closed
INC-2025-0579,Unpatched Server,Salesforce CRM,Operations,Cloud Instance,Low,09-05-2025 06:02,09-05-2025 08:20,2.31,Closed
INC-2025-0580,Unauthorized Access Attempt,Internal Database,Sales,Head Office,High,14-02-2025 19:08,16-02-2025 05:46,34.64,Closed
INC-2025-0581,Unpatched Server,Internal Database,Finance,Cloud Instance,Low,31-05-2025 14:42,01-06-2025 15:08,24.44,Resolved
INC-2025-0582,Backup Failure,Workday HRMS,Marketing,Cloud Instance,Medium,12-05-2025 05:49,13-05-2025 17:50,36.03,Closed
INC-2025-0583,Unpatched Server,Salesforce CRM,Legal,Remote Branch,Medium,05-02-2025 15:59,06-02-2025 03:57,11.97,Closed
INC-2025-0584,Weak Password Policy Violation,Active Directory,Operations,Head Office,Medium,15-08-2025 22:16,16-08-2025 00:05,1.82,Closed
INC-2025-0585,Stale User Account Active,Active Directory,Operations,Head Office,Low,20-01-2025 21:24,22-01-2025 02:18,28.9,Closed
INC-2025-0586,Data Leakage Alert,AWS Cloud Infrastructure,Legal,Remote Branch,Critical,26-07-2025 23:49,27-07-2025 01:33,1.74,Resolved
INC-2025-0587,Unauthorized Access Attempt,AWS Cloud Infrastructure,Legal,Data Center B,High,02-10-2025 11:21,02-10-2025 23:37,12.28,Closed
INC-2025-0588,Failed Patch Deployment,Workday HRMS,Sales,Head Office,Low,24-08-2025 09:41,25-08-2025 05:05,19.4,Closed
INC-2025-0589,Stale User Account Active,SAP ERP,Operations,Cloud Instance,Critical,07-09-2025 02:56,08-09-2025 10:50,31.9,Closed
INC-2025-0590,Data Leakage Alert,Active Directory,Sales,Remote Branch,High,02-02-2025 17:41,03-02-2025 12:00,18.32,Closed
INC-2025-0591,Unauthorized Access Attempt,Salesforce CRM,Finance,Cloud Instance,High,22-01-2025 12:07,23-01-2025 13:34,25.46,Closed
INC-2025-0592,Stale User Account Active,Active Directory,Sales,Data Center B,High,30-04-2025 02:02,30-04-2025 18:08,16.11,Closed
INC-2025-0593,Stale User Account Active,Internal Database,HR,Data Center A,Medium,08-01-2025 05:40,08-01-2025 14:28,8.81,Closed
